Source,Target,Directed,Weight,Type,Year
Paul Auster,Oscar Hijuelos,,1,Directed,
Paul Auster,Richard Grossinger,,1,Directed,
Paul Auster,Stanley Elkin,,1,Directed,
Paul Auster,Toby Olson,,1,Directed,
Paul Auster,W.G. Sebald,,1,Directed,
Paul Bartel,Christian McLaughlin,,1,Directed,
Paul Bartel,Rabih Alameddine,,1,Directed,
Paul Beatty,Victor LaValle,,1,Directed,
Paul Beatty,Zinzi Clemmons,,1,Directed,
Paul Bowles,James Purdy,,1,Directed,
Paul Bowles,Michael Mewshaw,,1,Directed,
Paul Bowles,Shohei Ooka,,1,Directed,
Paul Brooke,Linda Gray Sexton,,1,Directed,
Paul Burston,Ellen Wiles,The Invisible Crowd,1,Directed,
Paul Burston,Rupert Smith,,1,Directed,
Paul Cody,Beth Saulnier,,1,Directed,
Paul Cody,John McManus,,1,Directed,
Paul Cody,Julie Schumacher,,1,Directed,
Paul Cody,K.C. Frederick,,1,Directed,
Paul Cody,Peter Landesman,,1,Directed,
Paul Cornell,Adam Christopher,,1,Directed,
Paul Cowan,Thomas B. Morgan,,1,Directed,
Paul Davies,Gregory Benford,,1,Directed,
Paul Engle,Charlotte Painter,,1,Directed,
Paul Engle,Robert Penn Warren,,1,Directed,
Paul Engle,Robie Macauley,,1,Directed,
Paul Engle,William Cotter Murray,,1,Directed,
Paul Haggis,Craig Davidson,,1,Directed,
Paul Harding,Adam Haslett,,1,Directed,
Paul Harding,Ayana Mathis,,1,Directed,
Paul Harding,Chinelo Okparanta,,1,Directed,
Paul Harding,Eric Bennett,,1,Directed,
Paul Harding,Fatima Farheen Mirza,A Place for Us,1,Directed,
Paul Harding,Joseph Cassara,,1,Directed,
Paul Harding,Justin Torres,,1,Directed,
Paul Harding,Lindsay Stern,,1,Directed,
Paul Harding,Michelle Latiolais,,1,Directed,
Paul Harding,Yiyun Li,,1,Directed,
Paul Hendrickson,Steve Yarbrough,,1,Directed,
Paul Horgan,Brett Laidlaw,,1,Directed,
Paul Horgan,Jesse Hill Ford,,1,Directed,
Paul Horgan,Levi S. Peterson,,1,Directed,
Paul Horgan,N. Scott Momaday,,1,Directed,
Paul Horgan,Shirley Hazzard,,1,Directed,
Paul Jaskunas,Dominic Smith,,1,Directed,
Paul Kingsnorth,Benjamin Myers,,1,Directed,
Paul Krassner,Ken Babbs,,1,Directed,
Paul La Farge,Catherine Texier,,1,Directed,
Paul La Farge,Gabe Hudson,,1,Directed,
Paul La Farge,Jesse Ball,,1,Directed,
Paul La Farge,Jessica Winter,,1,Directed,
Paul La Farge,Jonathan Littell,,1,Directed,
Paul La Farge,Stephen Marche,,1,Directed,
Paul Lisicky,Jay Quinn,,1,Directed,
Paul Lisicky,Rebecca Makkai,,1,Directed,
Paul Lisicky,Sam Allingham,,1,Directed,
Paul Lynch,Aaron Gwyn,,1,Directed,
Paul Lynch,Will Chancellor,,1,Directed,
Paul Metcalf,John A. Williams,,1,Directed,
Paul Murray,Eleanor Catton,,1,Directed,
Paul Murray,Joe Dunthorne,,1,Directed,
Paul Murray,Luke Kennard,,1,Directed,
Paul Park,Graham Joyce,,1,Directed,
Paul Park,Norman Spinrad,,1,Directed,
Paul Park,Terry Bisson,,1,Directed,
Paul Russell,Bart Yates,,1,Directed,
Paul Russell,Bruce Benderson,,1,Directed,
Paul Russell,Christopher Bram,,1,Directed,
Paul Russell,Frank Bergon,,1,Directed,
Paul Russell,Jay Quinn,,1,Directed,
Paul Russell,Jenifer Levin,,1,Directed,
Paul Russell,John Boyne,,1,Directed,
Paul Russell,Mark Merlis,,1,Directed,
Paul Russell,Miranda Beverly-Whittemore,,1,Directed,
Paul Theroux,Anthony Burgess,,1,Directed,
Paul Theroux,Bruce Chatwin,,1,Directed,
Paul Theroux,Graham Greene,,1,Directed,
Paul Theroux,Hanya Yanagihara,,1,Directed,
Paul Theroux,James Hanley,,1,Directed,
Paul Theroux,John Casey,,1,Directed,
Paul Theroux,Paul De Vries,,1,Directed,
Paul Theroux,Randy Wayne White,,1,Directed,1949
Paul Theroux,Thornton Wilder,,1,Directed,
Paul Tremblay,Andrew Pyper,,1,Directed,
Paul Tremblay,Benjamin Percy,,1,Directed,
Paul Tremblay,Brian Evenson,,1,Directed,
Paul Tremblay,Gemma Files,,1,Directed,
Paul Tremblay,Karen Brown,,1,Directed,
Paul Tremblay,Laird Barron,,1,Directed,
Paul Tremblay,Peng Shepherd,,1,Directed,
Paul Tremblay,Stephen Graham Jones,,1,Directed,
Paul Tremblay,Tade Thompson,,1,Directed,
Paul Tremblay,Tim Wirkus,,1,Directed,
Paul Tremblay,Vincent McCaffrey,,1,Directed,
Paul Tremblay,Zoje Stage,Baby Teeth,1,Directed,
Paul West,Alan Jolis,,1,Directed,
Paul West,Bradford Morrow,,1,Directed,
Paul West,Elena Castedo,,1,Directed,
Paul West,Emmanuel Carrere,,1,Directed,
Paul West,James McConkey,Kayo,1,Directed,
Paul West,Janice Eidus,,1,Directed,
Paul West,Jeanne Mackin,,1,Directed,
Paul West,Joanna Scott,,1,Directed,
Paul West,John Hawkes,,1,Directed,
Paul West,John Vernon,,1,Directed,
Paul West,Kathryn Harrison,,1,Directed,
Paul West,Lauren Fairbanks,,1,Directed,
Paul West,Paul Eggers,,1,Directed,
Paul Witcover,Elizabeth Bear,,1,Directed,
Paul Yoon,Jamel Brinkley,,1,Directed,
Paul Yoon,Katy Simpson Smith,,1,Directed,
Paul Yoon,Manuel Gonzales,,1,Directed,
Paul Zaloom,Jim Gladstone,,1,Directed,
Paula Bomer,Jen Michalski,,1,Directed,
Paula Bomer,Michael J. Seidlinger,,1,Directed,
Paula Daly,Gin Phillips,,1,Directed,
Paula Daly,Kate Hamer,,1,Directed,
Paula Daly,Paula Hawkins,,1,Directed,
Paula Deen,Mary Kay Andrews,,1,Directed,
Paula Fox,Barry Lopez,,1,Directed,
Paula Fox,Fred G. Leebron,,1,Directed,
Paula Fox,James Lasdun,,1,Directed,
Paula Fox,James Purdy,,1,Directed,
Paula Fox,Jonathan Lethem,,1,Directed,
Paula Fox,Marisa Silver,,1,Directed,
Paula Fox,Neil Gordon,,1,Directed,
Paula Fox,Rachel Kushner,,1,Directed,
Paula Fox,Said Sayrafiezadeh,,1,Directed,
Paula Fox,Stacey D'Erasmo,,1,Directed,
Paula Fox,Tatiana de Rosnay,,1,Directed,
Paula Fox,Tom Drury,,1,Directed,
Paula Hawkins,Cara Hoffman,,1,Directed,
Paula Hawkins,Clare Mackintosh,,1,Directed,
Paula Hawkins,Guy Gunaratne,,1,Directed,
Paula Hawkins,Jon McGregor,,1,Directed,
Paula Hawkins,Megan Abbott,,1,Directed,
Paula Hawkins,Oyinkan Braithwaite,,1,Directed,
Paula McLain,Amy Bloom,,1,Directed,
Paula McLain,Ann Napolitano,,1,Directed,
Paula McLain,Chris Bohjalian,,1,Directed,
Paula McLain,Chris Pavone,,1,Directed,
Paula McLain,Claire Fuller,,1,Directed,
Paula McLain,Eileen Pollack,,1,Directed,
Paula McLain,Helen Simonson,,1,Directed,
Paula McLain,Jacquelyn Mitchard,,1,Directed,
Paula McLain,Jess Walter,,1,Directed,
Paula McLain,Jojo Moyes,,1,Directed,
Paula McLain,Lisa See,,1,Directed,
Paula McLain,Meg Waite Clayton,,1,Directed,
Paula McLain,Nancy Horan,,1,Directed,
Paula McLain,Nick Dybek,,1,Directed,
Paula McLain,Patti Callahan Henry,,1,Directed,
Paula McLain,Rachel Joyce,,1,Directed,
Paula McLain,Sara Gruen,,1,Directed,
Paula McLain,Sarah McCoy,,1,Directed,
Paula McLain,Therese Anne Fowler,,1,Directed,
Paula McLain,Thrity Umrigar,,1,Directed,
Paula McLain,Vanessa Diffenbaugh,,1,Directed,
Paula Sharp,Ruth Ozeki,,1,Directed,
Paula Volsky,Anne Lesley Groell,,1,Directed,
Paula Wall,Barry Kitterman,,1,Directed,
Paula Wall,Ronlyn Domingue,,1,Directed,
Paule Marshall,Edwidge Danticat,,1,Directed,
Paule Marshall,Helen Elaine Lee,,1,Directed,
Paule Marshall,Louise Meriwether,,1,Directed,
Paule Marshall,Patricia Powell,,1,Directed,
Paulette Bates Alden,Maureen Gibbon,,1,Directed,
Paulette Jiles,Kevin Baker,,1,Directed,
Pauline Kael,Jaime Manrique,Colombian Gold,1,Directed,
Pauline Kael,Thomas Baum,,1,Directed,
Pauline Kael,William Price Fox,,1,Directed,
Pauls Toutonghi,Ben Greenman,,1,Directed,
Pauls Toutonghi,Jessica Anya Blau,,1,Directed,
Paxton Davis,Merle Miller,,1,Directed,
Paxton Davis,Tom Wicker,,1,Directed,
Pearl Abraham,Patricia Chao,,1,Directed,
Pearl Abraham,Stephanie Grant,,1,Directed,
Pearl Cleage,Alice Randall,,1,Directed,
Pearl Cleage,Asha Bandele,,1,Directed,
Pearl Cleage,Dolen Perkins-Valdez,,1,Directed,
Pearl Cleage,Jewell Parker Rhodes,,1,Directed,
Pearl Cleage,Marita Golden,,1,Directed,
Pearl Cleage,Tayari Jones,,1,Directed,
Pearl S. Buck,Richard E. Kim,,1,Directed,
Peggy Payne,Angela Davis-Gardner,,1,Directed,
Penelope Fitzgerald,Claire Boylan,,1,Directed,
Penelope Fitzgerald,Giles Foden,,1,Directed,
Penelope Fitzgerald,Kathryn Davis,,1,Directed,
Penelope Fitzgerald,Peter Ho Davies,,1,Directed,
Penelope Fitzgerald,Sylvia Brownrigg,,1,Directed,
Penelope Lively,Barry Unsworth,,1,Directed,
Penelope Lively,Janice Y.K. Lee,,1,Directed,
Penelope Lively,Jenna Blum,,1,Directed,
Penelope Mortimer,Doris Grumbach,,1,Directed,
Penny Arcade,Jennifer Belle,,1,Directed,
Percival Everett,Aaron Thier,,1,Directed,
Percival Everett,Adam Mansbach,,1,Directed,
Percival Everett,Ben Ehrenreich,,1,Directed,
Percival Everett,Bonnie Nadzam,,1,Directed,
Percival Everett,Brian Leung,,1,Directed,
Percival Everett,Christopher Sorrentino,,1,Directed,
Percival Everett,Clyde Edgerton,,1,Directed,1959
Percival Everett,David Odhiambo,,1,Directed,
Percival Everett,David Treuer,,1,Directed,
Percival Everett,David Trueba,,1,Directed,
Percival Everett,Emily Raboteau,,1,Directed,
Percival Everett,Erika Krouse,,1,Directed,
Percival Everett,Janette Turner Hospital,,1,Directed,
Percival Everett,Jennifer Chiaverini,,1,Directed,
Percival Everett,Laird Hunt,,1,Directed,
Percival Everett,Madison Smartt Bell,,1,Directed,
Percival Everett,Marci Vogel,,1,Directed,
Percival Everett,Mat Johnson,,1,Directed,
Percival Everett,Michelle Latiolais,,1,Directed,
Percival Everett,Peter Rock,,1,Directed,
Percival Everett,Ryan McIlvain,,1,Directed,
Percival Everett,Sean Keith Henry,,1,Directed,
Percival Everett,Tim Wirkus,,1,Directed,
Percival Everett,Tiphanie Yanique,,1,Directed,
Perri Klass,Joyce Maynard,,1,Directed,
Perri O'Shaughnessy,David Ellis,,1,Directed,
Perri O'Shaughnessy,Kim Wozencraft,,1,Directed,
Perri O'Shaughnessy,Norman Green,,1,Directed,
Perri O'Shaughnessy,Terry Devane,,1,Directed,
Pete Davies,Nick Hornby,,1,Directed,
Pete Dexter,Carolyn See,,1,Directed,
Pete Dexter,Nancy Horan,,1,Directed,
Pete Dexter,Padgett Powell,,1,Directed,
Pete Dexter,Philipp Meyer,,1,Directed,
Pete Dexter,Tom Cooper,,1,Directed,
Pete Dexter,Tom McNeal,,1,Directed,
Pete Earley,Andrew Klavan,,1,Directed,
Pete Fromm,Claire Davis,,1,Directed,
Pete Fromm,Craig Joseph Danner,,1,Directed,
Pete Fromm,Jeff Hull,,1,Directed,
Pete Hamill,Carl Hiaasen,,1,Directed,
Pete Hamill,Mark Kriegel,,1,Directed,
Pete Hamill,Pete Dexter,,1,Directed,
Pete Hamill,Soledad Santiago,,1,Directed,
Pete Hamill,Ted Mooney,,1,Directed,
Pete Hautman,Alison McGhee,,1,Directed,
Pete Sinclair,Craig Joseph Danner,,1,Directed,
Peter Ackroyd,Philippa Gregory,,1,Directed,
Peter Balakian,Micheline Aharonian Marcom,,1,Directed,
Peter Behrens,Nora Gallagher,,1,Directed,
Peter Benchley,Charles McCarry,,1,Directed,
Peter Benchley,Roderick MacLeish,,1,Directed,
Peter Bergen,Margaret Lowrie Robertson,,1,Directed,
Peter Blauner,Dan Fesperman,,1,Directed,
Peter Blauner,Eric Bogosian,,1,Directed,
Peter Bogdanovich,James Brown,,1,Directed,
Peter Cameron,Jonathan Ames,,1,Directed,
Peter Cameron,Matthew Stadler,,1,Directed,
Peter Cameron,Patricia Volk,,1,Directed,
Peter Cameron,Stacey D'Erasmo,,1,Directed,
Peter Cameron,Stephen McCauley,,1,Directed,
Peter Cameron,Vestal McIntyre,,1,Directed,
Peter Carey,Adam Haslett,,1,Directed,
Peter Carey,Andrew Sean Greer,,1,Directed,
Peter Carey,Candida Baker,,1,Directed,
Peter Carey,Hisham Matar,,1,Directed,
Peter Carey,Kamila Shamsie,,1,Directed,
Peter Carey,Kathryn Harrison,,1,Directed,
Peter Carey,Paul Auster,,1,Directed,
Peter Carey,Steve Toltz,,1,Directed,
Peter Carey,Wesley Stace,,1,Directed,
Peter Clines,Adam Christopher,,1,Directed,
Peter Coyote,Terry Bisson,,1,Directed,
Peter Dale Scott,Floyd Salas,,1,Directed,
Peter Davis,Thomas B. Morgan,,1,Directed,
Peter DeVries,Anthony Powell,,1,Directed,
Peter Farb,Jay Neugeboren,,1,Directed,
Peter Farrelly,Jerry Stahl,,1,Directed,
Peter Farrelly,Mark Lindquist,,1,Directed,
Peter Gent,Paul Hemphill,,1,Directed,
Peter George,Robert Sheckley,,1,Directed,
Peter Geye,Abby Geni,,1,Directed,
Peter Geye,Nickolas Butler,,1,Directed,
Peter Geye,Shann Ray,,1,Directed,
Peter Godwin,NoViolet Bulawayo,,1,Directed,
Peter Godwin,Uwem Akpan,,1,Directed,
Peter Golden,Thomas McConnell,,1,Directed,
Peter Heller,Heather Abel,,1,Directed,
Peter Heller,Jesse Ball,,1,Directed,
Peter Heller,Omar El Akkad,,1,Directed,
Peter Heller,T. Jefferson Parker,,1,Directed,
Peter Heller,Tim Johnston,,1,Directed,
Peter Ho Davies,Celeste Ng,,1,Directed,
Peter Ho Davies,Danielle Lazarin,,1,Directed,
Peter Ho Davies,Derek Palacio,,1,Directed,
Peter Ho Davies,Eugene Lim,,1,Directed,
Peter Ho Davies,Hanna Pylvainen,,1,Directed,
Peter Ho Davies,Heidi Jon Schmidt,,1,Directed,
Peter Ho Davies,Jesmyn Ward,,1,Directed,
Peter Ho Davies,Jess Row,,1,Directed,
Peter Ho Davies,Joan Silber,,1,Directed,
Peter Ho Davies,Joanna Scott,,1,Directed,
Peter Ho Davies,John Dalton,,1,Directed,
Peter Ho Davies,John Fulton,,1,Directed,
Peter Ho Davies,Karen Lee Boren,,1,Directed,
Peter Ho Davies,Laura Kasischke,,1,Directed,
Peter Ho Davies,Marshall Klimasewiski,,1,Directed,
Peter Ho Davies,Nami Mun,,1,Directed,
Peter Ho Davies,Preeta Samarasan,,1,Directed,
Peter Ho Davies,Sharon Pomerantz,,1,Directed,
Peter Ho Davies,Weike Wang,,1,Directed,
Peter Ho Davies,Zachary Lazar,,1,Directed,
Peter Hobbs,Eleanor Catton,,1,Directed,
Peter James,Chris Pavone,,1,Directed,
Peter Landesman,A. Manette Ansay,,1,Directed,
Peter Landesman,Greg Hrbek,,1,Directed,
Peter Landesman,Patrick Kavanagh,,1,Directed,
Peter Lefcourt,Aimee Liu,,1,Directed,
Peter Lefcourt,Daniel Handler,,1,Directed,
Peter Lefcourt,Eric Bogosian,,1,Directed,
Peter Lovesey,Louise Penny,,1,Directed,
Peter Lovesey,Nancy Pickard,,1,Directed,
Peter Maas,Pete Hamill,,1,Directed,
Peter Matthiessen,Amitav Ghosh,,1,Directed,
Peter Matthiessen,Brian Doyle,,1,Directed,
Peter Matthiessen,Claire Messud,,1,Directed,
Peter Matthiessen,Cormac McCarthy,All the Pretty Horses,1,Directed,
Peter Matthiessen,David Treuer,,1,Directed,
Peter Matthiessen,Edward P. Jones,,1,Directed,
Peter Matthiessen,Evan S. Connell,,1,Directed,
Peter Matthiessen,Frank Bergon,,1,Directed,
Peter Matthiessen,Greg Sarris,,1,Directed,
Peter Matthiessen,James Salter,,1,Directed,
Peter Matthiessen,James Welch,,1,Directed,
Peter Matthiessen,Jamie Harrison,,1,Directed,
Peter Matthiessen,John Burnham Schwartz,,1,Directed,
Peter Matthiessen,Larry Woiwode,,1,Directed,
Peter Matthiessen,Louise Erdrich,Love Medicine,1,Directed,
Peter Matthiessen,M.T. Kelly,,1,Directed,
Peter Matthiessen,Martin Cruz Smith,,1,Directed,
Peter Matthiessen,N. Scott Momaday,,1,Directed,
Peter Matthiessen,Randy Wayne White,,1,Directed,
Peter Matthiessen,Simon Ortiz,,1,Directed,
Peter Matthiessen,Stuart Dybek,,1,Directed,
Peter Matthiessen,W.S. Merwin,,1,Directed,
Peter Mattiessen,Clint McCown,,1,Directed,
Peter Meinke,Nancy Potter,,1,Directed,
Peter Meinke,Virgil Suarez,,1,Directed,
Peter Nichols,Francesca Segal,,1,Directed,
Peter Nichols,Kevin Baker,,1,Directed,
Peter Nichols,Meg Howrey,,1,Directed,
Peter Orner,Adam Mansbach,,1,Directed,
Peter Orner,Allison Amend,,1,Directed,
Peter Orner,Amity Gaige,,1,Directed,
Peter Orner,Ann Cummins,,1,Directed,
Peter Orner,Brock Clarke,,1,Directed,
Peter Orner,Chris Abani,,1,Directed,
Peter Orner,Daniel Gumbiner,,1,Directed,
Peter Orner,Doug Dorst,,1,Directed,
Peter Orner,Edward Schwarzschild,,1,Directed,
Peter Orner,Elisabeth Brink,,1,Directed,
Peter Orner,Evan Kuhlman,,1,Directed,
Peter Orner,Janet Davey,,1,Directed,
Peter Orner,Joanna Luloff,,1,Directed,
Peter Orner,Jon McGregor,,1,Directed,
Peter Orner,Joshua Mohr,,1,Directed,
Peter Orner,Kathleen Alcott,,1,Directed,
Peter Orner,Marisa Silver,,1,Directed,
Peter Orner,Mavis Gallant,,1,Directed,
Peter Orner,Micheline Aharonian Marcom,,1,Directed,
Peter Orner,Michelle Richmond,,1,Directed,
Peter Orner,Molly Antopol,,1,Directed,
Peter Orner,Nafissa Thompson-Spires,,1,Directed,
Peter Orner,Natalie Baszile,,1,Directed,
Peter Orner,Nicholas Montemarano,,1,Directed,
Peter Orner,Nickolas Butler,,1,Directed,
Peter Orner,Robley Wilson,,1,Directed,
Peter Orner,Scott Blackwood,,1,Directed,
Peter Orner,Uwem Akpan,,1,Directed,
Peter Orner,Zulema Renee Summerfield,,1,Directed,
Peter Pouncey,Kate Maloy,,1,Directed,
Peter Quinn,Kevin Baker,,1,Directed,
Peter Robinson,Joanne Harris,,1,Directed,
Peter Robinson,Jonathan Santlofer,,1,Directed,
Peter Robinson,Joseph Wambaugh,,1,Directed,
Peter Robinson,Linwood Barclay,,1,Directed,
Peter Rock,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed,
Peter Rock,Jo Ann Beard,,1,Directed,
Peter Rock,Monica Drake,,1,Directed,
Peter S. Beagle,Barry Lopez,,1,Directed,
Peter S. Beagle,Christopher Moore,,1,Directed,
Peter S. Beagle,David Wagoner,,1,Directed,
Peter S. Beagle,Ellen Kushner,,1,Directed,
Peter S. Beagle,Gregory Maguire,,1,Directed,
Peter S. Beagle,Nnedi Okorafor,,1,Directed,
Peter S. Beagle,Patricia McKillip,,1,Directed,
Peter S. Beagle,Rob Swigart,,1,Directed,
Peter S. Beagle,Suzy McKee Charnas,,1,Directed,
Peter Schneider,Darryl Pinckney,,1,Directed,
Peter Straub,Andrew Davidson,,1,Directed,
Peter Straub,Ben Loory,,1,Directed,
Peter Straub,Benjamin Percy,,1,Directed,
Peter Straub,Bradford Morrow,,1,Directed,
Peter Straub,Brian Evenson,,1,Directed,
Peter Straub,Brian Hodge,,1,Directed,
Peter Straub,Christopher Bram,,1,Directed,
Peter Straub,Christopher Golden,,1,Directed,
Peter Straub,Craig Davidson,,1,Directed,
Peter Straub,Dan Chaon,,1,Directed,
Peter Straub,Dean Bakopoulos,,1,Directed,
Peter Straub,Dennis Etchison,,1,Directed,
Peter Straub,Elizabeth Hand,,1,Directed,
Peter Straub,Frank M. Robinson,,1,Directed,
Peter Straub,Harlan Coben,,1,Directed,
Peter Straub,Jack Cady,,1,Directed,
Peter Straub,Jeff VanderMeer,,1,Directed,
Peter Straub,Joe Haldeman,,1,Directed,
Peter Straub,John Crowley,,1,Directed,
Peter Straub,Jonathan Fast,,1,Directed,
Peter Straub,Joseph Trigoboff,,1,Directed,
Peter Straub,Josh Malerman,,1,Directed,
Peter Straub,Kathryn Ptacek,,1,Directed,
Peter Straub,Kelly Link,,1,Directed,
Peter Straub,Leslie Larson,,1,Directed,
Peter Straub,Lucius Shepard,,1,Directed,
Peter Straub,Lynne Tillman,,1,Directed,
Peter Straub,Marty Asher,,1,Directed,
Peter Straub,Matthew Pearl,,1,Directed,
Peter Straub,Melissa Pritchard,,1,Directed,
Peter Straub,Neil Gaiman,,1,Directed,
Peter Straub,Nick Antosca,,1,Directed,
Peter Straub,Patricia McKillip,,1,Directed,
Peter Straub,Paul La Farge,,1,Directed,
Peter Straub,Ramsey Campbell,,1,Directed,
Peter Straub,Robert Bloch,,1,Directed,
Peter Straub,Ruth Rendell,,1,Directed,
Peter Straub,Ruth Ware,,1,Directed,
Peter Straub,Shya Scanlon,,1,Directed,
Peter Straub,Siri Hustvedt,,1,Directed,
Peter Straub,Steve Erickson,,1,Directed,
Peter Straub,Stewart O'Nan,,1,Directed,
Peter Straub,Tananarive Due,,1,Directed,
Peter Straub,Tim Powers,,1,Directed,
Peter Straub,William T. Vollmann,,1,Directed,
Peter Taylor,Jean Stafford,,1,Directed,
Peter Taylor,Robie Macauley,,1,Directed,
Peter V. Brett,Brent Weeks,,1,Directed,
Peter V. Brett,Terry Brooks,,1,Directed,
Peter Watts,Elizabeth Bear,,1,Directed,
Peter Watts,Indra Das,,1,Directed,
Peter Watts,Lavie Tidhar,,1,Directed,
Peter Wollen,Gary Indiana,,1,Directed,
Petina Gappah,Elnathan John,,1,Directed,
Phil Frank,Gary Diedrichs,,1,Directed,
Phil Klay,Ayelet Tsabari,,1,Directed,
Phil Klay,Brian van Reet,Spoils,1,Directed,
Phil Klay,Daniel Torday,,1,Directed,
Phil Klay,David Abrams,,1,Directed,
Phil Klay,Deni Y. Bechard,,1,Directed,
Phil Klay,Gabriel Tallent,,1,Directed,
Phil Klay,Harry Parker,,1,Directed,
Phil Klay,Lauren Holmes,,1,Directed,
Phil Klay,Lea Carpenter,,1,Directed,
Phil Klay,Matt Gallagher,,1,Directed,
Phil Klay,Roy Scranton,,1,Directed,
Phil Klay,Siobhan Fallon,,1,Directed,
Phil Klay,Will Mackin,,1,Directed,
Phil Klay,Yaa Gyasi,,1,Directed,
Philip Caputo,Aminatta Forna,,1,Directed,
Philip Caputo,Jim Harrison,,1,Directed,
Philip Caputo,Larry Heinemann,,1,Directed,
Philip Caputo,Richard Currey,,1,Directed,
Philip Caputo,Thomas Sanchez,,1,Directed,
Philip Caputo,William Hjortsberg,,1,Directed,
Philip Glass,Stokes Howell,,1,Directed,
Philip Graham,David Jauss,,1,Directed,
Philip Graham,Kathleen Hill,,1,Directed,
Philip Jose Farmer,Gene Wolfe,,1,Directed,
Philip Jose Farmer,James Morrow,,1,Directed,
Philip Jose Farmer,Roger Zelazny,,1,Directed,
Philip Jose Farmer,Theodore Sturgeon,,1,Directed,
Philip K. Dick,Lisa Goldstein,,1,Directed,
Philip Kerr,Simon Sebag Montefiore,,1,Directed,
Philip Pullman,Michel Faber,,1,Directed,
Philip Pullman,Rupert Thomson,,1,Directed,
Philip Pullman,Scarlett Thomas,,1,Directed,
Philip Pullman,Terry Brooks,,1,Directed,
Philip Rahv,Bernard Malamud,,1,Directed,
Philip Rosenberg,William Hjortsberg,,1,Directed,
Philip Roth,Alison Lurie,,1,Directed,
Philip Roth,Antonio Monda,,1,Directed,
Philip Roth,Barry Hannah,,1,Directed,
Philip Roth,Charles D'Ambrosio,,1,Directed,
Philip Roth,Denis Johnson,,1,Directed,
Philip Roth,Douglas Hobbie,,1,Directed,
Philip Roth,Edna O'Brien,,1,Directed,
Philip Roth,Grace Paley,,1,Directed,
Philip Roth,Ivan Gold,,1,Directed,
Philip Roth,Janet Hobhouse,,1,Directed,
Philip Roth,Jonathan Ames,,1,Directed,
Philip Roth,Louise Erdrich,,1,Directed,
Philip Roth,Maile Meloy,,1,Directed,
Philip Roth,Milan Kundera,,1,Directed,
Philip Roth,Nicole Krauss,,1,Directed,
Philip Roth,Richard Stern,,1,Directed,
Philip Roth,Sandra Hochman,,1,Directed,
Philip Roth,Saul Bellow,,1,Directed,
Philip Roth,Thomas Rogers,,1,Directed,
Philip Roth,Tom Franklin,,1,Directed,
Philip Roth,Yehoshua Kenaz,,1,Directed,
Philipp Meyer,Aaron Gwyn,,1,Directed,
Philipp Meyer,Alexi Zentner,,1,Directed,
Philipp Meyer,Brian van Reet,Spoils,1,Directed,
Philipp Meyer,Cara Hoffman,,1,Directed,
Philipp Meyer,Christopher Bollen,,1,Directed,
Philipp Meyer,Cormac McCarthy,,1,Directed,
Philipp Meyer,Donald Ray Pollock,,1,Directed,
Philipp Meyer,Ismet Prcic,,1,Directed,
Philipp Meyer,Joseph Boyden,,1,Directed,
Philipp Meyer,Karim Dimechkie,,1,Directed,
Philipp Meyer,Kevin Powers,,1,Directed,
Philipp Meyer,Lauren Holmes,,1,Directed,
Philipp Meyer,Rae DelBianco,Rough Animals,1,Directed,
Philipp Meyer,Smith Henderson,,1,Directed,
Philipp Meyer,Tadzio Koelb,,1,Directed,
Philippa Gregory,Allison Pataki,,1,Directed,
Philippa Gregory,Ayelet Waldman,,1,Directed,
Philippa Gregory,Kate Mosse,,1,Directed,
Phillip Lopate,Adam Braver,,1,Directed,
Phillip Lopate,Arthur Phillips,,1,Directed,
Phillip Lopate,Bernard Cooper,,1,Directed,
Phillip Lopate,Bret Lott,,1,Directed,
Phillip Lopate,Brian Morton,,1,Directed,
Phillip Lopate,Dani Shapiro,,1,Directed,
Phillip Lopate,Edward Hoagland,,1,Directed,
Phillip Lopate,Irina Reyn,,1,Directed,
Phillip Lopate,Jaime Manrique,,1,Directed,
Phillip Lopate,Jane DeLynn,,1,Directed,
Phillip Lopate,Jay Neugeboren,,1,Directed,
Phillip Lopate,Joanna Hershon,,1,Directed,
Phillip Lopate,Jonathan Rosen,,1,Directed,
Phillip Lopate,Josip Novakovich,,1,Directed,
Phillip Lopate,Kenneth Koch,,1,Directed,
Phillip Lopate,Lily King,,1,Directed,
Phillip Lopate,Margaret McMullan,,1,Directed,
Phillip Lopate,Maria Semple,,1,Directed,
Phillip Lopate,Rene Steinke,,1,Directed,
Phillip Lopate,Shelby Hearon,,1,Directed,
Phillip Lopate,Wanda Coleman,,1,Directed,
Phillip Margolin,Barry Siegel,,1,Directed,
Phillip Margolin,Harlan Coben,,1,Directed,
Phillip Margolin,James W. Hall,,1,Directed,
Phillip Margolin,Jonathan Santlofer,,1,Directed,
Phillip Margolin,Michael Nava,,1,Directed,
Phillip Margolin,Michael Palmer,,1,Directed,
Phillip Margolin,Stephen White,,1,Directed,
Phillip Margolin,Tami Hoag,,1,Directed,
Phillip Margolin,Terry Devane,,1,Directed,
Phillip Margolin,Tess Gerritsen,,1,Directed,
Phillip Margolin,Tim Green,,1,Directed,
Phillip Margolin,William Landay,,1,Directed,
Phyllis A. Whitney,Mary Higgins Clark,,1,Directed,
Phyllis Chesler,Larry Mitchell,,1,Directed,
Phyllis Chesler,Rita Freedman,,1,Directed,
