Source,Target,Label,Weight,Type
Rabih Alameddine,Sarah Schulman,,1,Directed
Rachel Kushner,Ben Lerner,,1,Directed
Rachel Kushner,Chris Kraus,,1,Directed
Rachel Kushner,Dana Spiotta,,1,Directed
Rachel Kushner,Danzy Senna,,1,Directed
Rachel Kushner,Hari Kunzru,,1,Directed
Rachel Kushner,Joshua Cohen,,1,Directed
Rachel Kushner,Karan Mahajan,,1,Directed
Rachel Kushner,Katie Kitamura,,1,Directed
Rachel Kushner,Marisa Silver,,1,Directed
Rachel Kushner,Rabih Alameddine,,1,Directed
Rachel Kushner,Vendela Vida,,1,Directed
Rachel Kushner,Zachary Lazar,,1,Directed
Ralph Ellison,Cormac McCarthy,Random House,1,Directed
Ralph Ellison,James Alan McPherson,,1,Directed
Ralph Ellison,James Baldwin,,1,Directed
Ramona Ausubel,Bonnie Nadzam,,1,Directed
Ramona Ausubel,Kathleen Alcott,,1,Directed
Ramona Ausubel,Laura van den Berg,,1,Directed
Raymond Carver,Antonya Nelson,,1,Directed
Raymond Carver,Bobbie Ann Mason,,1,Directed
Raymond Carver,Frederick Barthelme,,1,Directed
Raymond Carver,Jay McInerney,,1,Directed
Raymond Carver,Jayne Anne Phillips,Iowa,1,Directed
Raymond Carver,Joy Williams,Iowa/Lish,1,Directed
Raymond Carver,Richard Ford,,1,Directed
Raymond Carver,Tobias Wolff,Syracuse,1,Directed
Rene Steinke,David Grand,,1,Directed
Rene Steinke,Martha McPhee,,1,Directed
Rene Steinke,Samantha Hunt,Mark,1,Directed
Reynolds Price,Colm Toibin,,1,Directed
Reynolds Price,Frederick Busch,,1,Directed
Reynolds Price,James Salter,,1,Directed
Reynolds Price,Josephine Humphreys,,1,Directed
Reynolds Price,Toni Morrison,,1,Directed
Richard Bausch,Charles Baxter,,1,Directed
Richard Bausch,Danzy Senna,,1,Directed
Richard Bausch,Elizabeth Strout,,1,Directed
Richard Bausch,Frederick Busch,,1,Directed
Richard Bausch,Percival Everett,,1,Directed
Richard Ford,Carlos Fuentes,,1,Directed
Richard Ford,Donald Antrim,Columbia,1,Directed
Richard Ford,Gary Shteyngart,,1,Directed
Richard Ford,Gina Berriault,,1,Directed
Richard Ford,James Salter,,1,Directed
Richard Ford,Jonathan Dee,,1,Directed
Richard Ford,Joyce Carol Oates,,1,Directed
Richard Ford,Kazuo Ishiguro,,1,Directed
Richard Ford,Maile Meloy,,1,Directed
Richard Ford,Mary Robison,,1,Directed
Richard Ford,Nell Freudenberger,,1,Directed
Richard Ford,Padgett Powell,,1,Directed
Richard Ford,Richard Bausch,,1,Directed
Richard Ford,Richard Yates,,1,Directed
Richard Ford,Robert Olen Butler,,1,Directed
Richard Ford,Stanley Elkin,,1,Directed
Richard Ford,Tobias Wolff,,1,Directed
Richard Ford,William Kittredge,,1,Directed
Richard Powers,Curtis White,,1,Directed
Richard Powers,Don DeLillo,,1,Directed
Richard Price,Alice Hoffman,,1,Directed
Richard Price,Bret Easton Ellis,,1,Directed
Richard Price,Charles Bock,,1,Directed
Richard Price,Clarence Major,,1,Directed
Richard Price,Colum McCann,,1,Directed
Richard Price,Dennis Lehane,,1,Directed
Richard Price,Francine Prose,,1,Directed
Richard Price,Jess Row,,1,Directed
Richard Price,Pete Dexter,,1,Directed
Richard Price,Scott Spencer,,1,Directed
Richard Russo,Adam Ross,,1,Directed
Richard Russo,Andre Dubus III,,1,Directed
Richard Russo,Curtis Sittenfeld,,1,Directed
Richard Russo,Ethan Canin,,1,Directed
Richard Russo,Hannah Tinti,,1,Directed
Richard Russo,Jess Walter,,1,Directed
Richard Russo,Jonathan Lethem,,1,Directed
Richard Russo,Julia Glass,,1,Directed
Richard Russo,Lauren Groff,,1,Directed
Richard Russo,Lily King,,1,Directed
Richard Russo,Marisa Silver,,1,Directed
Richard Russo,Myla Goldberg,,1,Directed
Richard Russo,Nathan Englander,,1,Directed
Richard Russo,Richard Bausch,,1,Directed
Richard Russo,Richard Yates,,1,Directed
Richard Russo,Stewart O'Nan,,1,Directed
Richard Yates,Andre Dubus,Iowa,1,Directed
Richard Yates,Ann Beattie,,1,Directed
Richard Yates,Gail Godwin,Iowa,1,Directed
Richard Yates,Gina Berriault,,1,Directed
Richard Yates,Hilma Wolitzer,,1,Directed
Richard Yates,Mark Costello,,1,Directed
Richard Yates,Mary Robison,,1,Directed
Richard Yates,Tobias Wolff,,1,Directed
Rick Bass,Charles Frazier,,1,Directed
Rick Bass,Craig Nova,,1,Directed
Rick Bass,Denis Johnson,,1,Directed
Rick Bass,Jim Shepard,,1,Directed
Rick Bass,Jonathan Dee,,1,Directed
Rick Bass,Percival Everett,,1,Directed
Rick Bass,Ron Carlson,,1,Directed
Rick Moody,Amy Hempel,,1,Directed
Rick Moody,Ben Marcus,Brown,1,Directed
Rick Moody,Brian Evenson,Brown,1,Directed
Rick Moody,Dave Eggers,McSweeney's,1,Directed
Rick Moody,David Foster Wallace,,1,Directed
Rick Moody,Donald Barthelme,,1,Directed
Rick Moody,Helen Schulman,,1,Directed
Rick Moody,Joanna Scott,Brown,1,Directed
Rick Moody,Joy Williams,,1,Directed
Rick Moody,Kevin Barry,,1,Directed
Rick Moody,Lydia Davis,,1,Directed
Rick Moody,Robert Coover,Brown,1,Directed
Rick Moody,Stanley Elkin,,1,Directed
Rivka Galchen,Adelle Waldman,,1,Directed
Rivka Galchen,Alexandra Kleeman,Columbia,1,Directed
Rivka Galchen,Alvaro Enrigue,,1,Directed
Rivka Galchen,Benjamin Anastas,,1,Directed
Rivka Galchen,Charles Bock,,1,Directed
Rivka Galchen,Garth Risk Hallberg,,1,Directed
Rivka Galchen,Joshua Cohen,,1,Directed
Rivka Galchen,Katie Kitamura,,1,Directed
Rivka Galchen,Paul La Farge,,1,Directed
Rivka Galchen,Rachel Kushner,Columbia,1,Directed
Robert Coover,Alexandra Kleeman,,1,Directed
Robert Coover,Angela Carter,,1,Directed
Robert Coover,Ben Marcus,,1,Directed
Robert Coover,Don DeLillo,,1,Directed
Robert Coover,Gilbert Sorrentino,,1,Directed
Robert Coover,Joanna Scott,Brown,1,Directed
Robert Coover,John Hawkes,Brown,1,Directed
Robert Coover,Stanley Elkin,,1,Directed
Robert Coover,Stephen Wright,,1,Directed
Robert Coover,T.C. Boyle,,1,Directed
Robert Coover,Thomas McGuane,,1,Directed
Robert Olen Butler,Adam Johnson,McNeese,1,Directed
Robert Olen Butler,Andre Dubus III,,1,Directed
Robert Olen Butler,Ann Patchett,Iowa,1,Directed
Robert Olen Butler,Bob Shacochis,FSU,1,Directed
Robert Olen Butler,Bonnie Jo Campbell,,1,Directed
Robert Olen Butler,Bradford Morrow,,1,Directed
Robert Olen Butler,Charles Johnson,,1,Directed
Robert Olen Butler,David Leavitt,,1,Directed
Robert Olen Butler,Elizabeth McKenzie,,1,Directed
Robert Olen Butler,Frederick Barthelme,,1,Directed
Robert Olen Butler,Hilma Wolitzer,,1,Directed
Robert Olen Butler,Joanna Scott,,1,Directed
Robert Olen Butler,Karl Marlantes,,1,Directed
Robert Olen Butler,Lan Cao,,1,Directed
Robert Olen Butler,Larry Heinemann,,1,Directed
Robert Olen Butler,Rabih Alameddine,,1,Directed
Robert Olen Butler,Richard Bausch,,1,Directed
Robert Olen Butler,Sam Lipsyte,,1,Directed
Robert Olen Butler,Scott Spencer,,1,Directed
Robert Olen Butler,Tayari Jones,,1,Directed
Robert Olen Butler,Tom Perrotta,,1,Directed
Robert Olen Butler,Viet Thanh Nguyen,,1,Directed
Robert Stone,Amy Bloom,,1,Directed
Robert Stone,Bob Shacochis,,1,Directed
Robert Stone,Chuck Palahniuk,,1,Directed
Robert Stone,Denis Johnson,,1,Directed
Robert Stone,Fae Myenne Ng,,1,Directed
Robert Stone,Frank Conroy,,1,Directed
Robert Stone,Gina Berriault,,1,Directed
Robert Stone,Jayne Anne Phillips,,1,Directed
Robert Stone,Jennifer Egan,,1,Directed
Robert Stone,Jessica Hagedorn,,1,Directed
Robert Stone,Kazuo Ishiguro,,1,Directed
Robert Stone,Madison Smartt Bell,,1,Directed
Robert Stone,Margot Livesey,,1,Directed
Robert Stone,Rachel Kushner,,1,Directed
Robert Stone,Sam Lipsyte,,1,Directed
Robert Stone,Thom Jones,,1,Directed
Robert Stone,Wallace Stegner,Stanford (I),1,Directed
Ron Carlson,Adam Johnson,,1,Directed
Ron Carlson,Ramona Ausubel,,1,Directed
Ron Carlson,Stewart O'Nan,,1,Directed
Rosellen Brown,Amy Bloom,,1,Directed
Rosellen Brown,Anita Shreve,,1,Directed
Rosellen Brown,Bobbie Ann Mason,,1,Directed
Rosellen Brown,Chitra Divakaruni,,1,Directed
Rosellen Brown,Dani Shapiro,,1,Directed
Rosellen Brown,Edith Pearlman,,1,Directed
Rosellen Brown,Fae Myenne Ng,,1,Directed
Rosellen Brown,Frederick Busch,,1,Directed
Rosellen Brown,Hilma Wolitzer,,1,Directed
Rosellen Brown,Jaimy Gordon,,1,Directed
Rosellen Brown,John Burnham Schwartz,,1,Directed
Rosellen Brown,Julia Alvarez,,1,Directed
Rosellen Brown,Lynne Sharon Schwartz,,1,Directed
Rosellen Brown,Meg Wolitzer,,1,Directed
Rosellen Brown,Nahid Rachlin,,1,Directed
Rosellen Brown,Sarah Schulman,,1,Directed
Roxana Robinson,Dani Shapiro,,1,Directed
Roxana Robinson,Hilma Wolitzer,,1,Directed
Roxana Robinson,Kiran Desai,,1,Directed
Roxana Robinson,Lily King,,1,Directed
Roxana Robinson,Phil Klay,Hunter,1,Directed
Roxane Gay,Alissa Nutting,,1,Directed
Roxane Gay,Bonnie Jo Campbell,,1,Directed
Roxane Gay,Brit Bennett,,1,Directed
Roxane Gay,Clancy Martin,,1,Directed
Roxane Gay,Lesley Nneka Arimah,,1,Directed
Roxane Gay,Lidia Yuknavitch,,1,Directed
Roxane Gay,Lindsay Hunter,,1,Directed
Roxane Gay,Mat Johnson,,1,Directed
Roxane Gay,Terry McMillan,,1,Directed
Roxane Gay,Yaa Gyasi,,1,Directed
Russell Banks,Bob Shacochis,,1,Directed
Russell Banks,Caryl Phillips,,1,Directed
Russell Banks,Charles Johnson,,1,Directed
Russell Banks,Chris Abani,Levine,1,Directed
Russell Banks,Clarence Major,,1,Directed
Russell Banks,Cristina Garcia,Levine,1,Directed
Russell Banks,Francine Prose,,1,Directed
Russell Banks,Jessica Hagedorn,,1,Directed
Russell Banks,Jonathan Safran Foer,,1,Directed
Russell Banks,Michael Ondaatje,,1,Directed
Russell Banks,Paul Auster,,1,Directed
Russell Banks,Reynolds Price,,1,Directed
Russell Banks,Richard Price,,1,Directed
Russell Banks,Stephen Wright,,1,Directed
Ruth Ozeki,Claire Vaye Watkins,,1,Directed
Ruth Ozeki,Cristina Henriquez,,1,Directed
Ruth Ozeki,Hannah Tinti,,1,Directed
Ruth Ozeki,Karen Joy Fowler,,1,Directed
Ruth Ozeki,Lan Cao,,1,Directed
Said Sayrafiezadeh,Kathleen Alcott,,1,Directed
Said Sayrafiezadeh,Porochista Khakpour,,1,Directed
Salman Rushdie,A.M. Homes,Wylie,1,Directed
Salman Rushdie,Alice Munro,,1,Directed
Salman Rushdie,Angela Carter,,1,Directed
Salman Rushdie,Bharati Mukherjee,,1,Directed
Salman Rushdie,Dave Eggers,,1,Directed
Salman Rushdie,Don DeLillo,,1,Directed
Salman Rushdie,Etgar Keret,,1,Directed
Salman Rushdie,Jamaica Kincaid,,1,Directed
Salman Rushdie,Jonathan Safran Foer,,1,Directed
Salman Rushdie,Katie Kitamura,,1,Directed
Salman Rushdie,Kiran Desai,Wylie,1,Directed
Salman Rushdie,Laila Lalami,,1,Directed
Salman Rushdie,Paul Auster,,1,Directed
Salman Rushdie,Robert Coover,,1,Directed
Salman Rushdie,Teju Cole,Wylie,1,Directed
Salman Rushdie,Yiyun Li,Wylie,1,Directed
Salman Rushdie,Zadie Smith,,1,Directed
Salvador Plascencia,Patrick deWitt,,1,Directed
Sam Lipsyte,Adam Mansbach,,1,Directed
Sam Lipsyte,Benjamin Kunkel,Columbia,1,Directed
Sam Lipsyte,Chris Bachelder,,1,Directed
Sam Lipsyte,Christine Schutt,Columbia/Lish,1,Directed
Sam Lipsyte,Christopher Sorrentino,,1,Directed
Sam Lipsyte,Clancy Martin,FSG,1,Directed
Sam Lipsyte,Dana Spiotta,Lish,1,Directed
Sam Lipsyte,Darcey Steinke,,1,Directed
Sam Lipsyte,David Grand,,1,Directed
Sam Lipsyte,Deb Olin Unferth,,1,Directed
Sam Lipsyte,Diane Williams,Lish,1,Directed
Sam Lipsyte,Edward St. Aubyn,,1,Directed
Sam Lipsyte,Gary Lutz,Lish,1,Directed
Sam Lipsyte,Gilbert Sorrentino,,1,Directed
Sam Lipsyte,Jenny Offill,,1,Directed
Sam Lipsyte,Jerry Stahl,,1,Directed
Sam Lipsyte,Jess Walter,,1,Directed
Sam Lipsyte,Joshua Cohen,,1,Directed
Sam Lipsyte,Justin Taylor,,1,Directed
Sam Lipsyte,Kate Christensen,,1,Directed
Sam Lipsyte,Keith Gessen,,1,Directed
Sam Lipsyte,Kevin Barry,,1,Directed
Sam Lipsyte,Lydia Millet,,1,Directed
Sam Lipsyte,Mark Doten,,1,Directed
Sam Lipsyte,Mark Leyner,,1,Directed
Sam Lipsyte,Mat Johnson,Columbia,1,Directed
Sam Lipsyte,Padgett Powell,,1,Directed
Sam Lipsyte,Patrick deWitt,,1,Directed
Sam Lipsyte,Paul Beatty,Columbia,1,Directed
Sam Lipsyte,Said Sayrafiezadeh,,1,Directed
Sam Lipsyte,Stacey D'Erasmo,,1,Directed
Sam Lipsyte,Wesley Stace,,1,Directed
Sam Lipsyte,Zachary Lazar,,1,Directed
Samantha Hunt,Elizabeth McKenzie,,1,Directed
Samantha Hunt,Francine Prose,,1,Directed
Samantha Hunt,Paul La Farge,,1,Directed
Samantha Hunt,Ramona Ausubel,Mark,1,Directed
Samuel R. Delany,Brian Evenson,,1,Directed
Samuel R. Delany,Neil Gaiman,,1,Directed
Samuel R. Delany,Sarah Schulman,,1,Directed
Sandra Cisneros,Ana Castillo,,1,Directed
Sandra Cisneros,Cristina Garcia,,1,Directed
Sandra Cisneros,Cristina Henriquez,,1,Directed
Sandra Cisneros,Esmeralda Santiago,,1,Directed
Sandra Cisneros,Helena Viramontes,,1,Directed
Sandra Cisneros,Julia Alvarez,,1,Directed
Sarah Schulman,Rabih Alameddine,,1,Directed
Sarah Shun-lien Bynum,Krys Lee,,1,Directed
Sarah Shun-lien Bynum,Marisa Silver,,1,Directed
Sarah Shun-lien Bynum,Peter Ho Davies,,1,Directed
Sarah Waters,Hanya Yanagihara,,1,Directed
Sarah Waters,Helen Oyeyemi,,1,Directed
Sarah Waters,Kelly Link,,1,Directed
Sarah Waters,Wesley Stace,,1,Directed
Saul Bellow,John Hawkes,,1,Directed
Saul Bellow,Martin Amis,,1,Directed
Saul Bellow,Padgett Powell,,1,Directed
Saul Bellow,Stanley Elkin,,1,Directed
Saul Bellow,William Kennedy,,1,Directed
Scott Smith,Adam Ross,,1,Directed
Scott Smith,Gillian Flynn,,1,Directed
Scott Smith,Lev Grossman,,1,Directed
Scott Smith,Marisha Pessl,,1,Directed
Scott Smith,Said Sayrafiezadeh,,1,Directed
Scott Smith,Tom McCarthy,,1,Directed
Scott Spencer,Francine Prose,,1,Directed
Scott Spencer,Kathryn Harrison,,1,Directed
Scott Spencer,Lan Samantha Chang,,1,Directed
Scott Spencer,Richard Price,,1,Directed
Scott Turow,Ann Packer,,1,Directed
Scott Turow,Audrey Niffenegger,,1,Directed
Scott Turow,Mark Costello,,1,Directed
Scott Turow,Richard Price,,1,Directed
Scott Turow,Russell Banks,,1,Directed
Scott Turow,Stuart Dybek,,1,Directed
Scott Turow,Wallace Stegner,,1,Directed
Sebastian Barry,Donal Ryan,,1,Directed
Sebastian Barry,Joseph O'Neill,,1,Directed
Sheila Heti,Elif Batuman,,1,Directed
Sheila Heti,Vendela Vida,McSweeney's,1,Directed
Sheila Kohler,Diane Williams,,1,Directed
Sherman Alexie,Ayelet Waldman,,1,Directed
Sherman Alexie,Fae Myenne Ng,,1,Directed
Sherman Alexie,Jess Walter,,1,Directed
Sherman Alexie,Leslie Marmon Silko,,1,Directed
Sherman Alexie,Stewart O'Nan,,1,Directed
Shirley Hazzard,Colm Toibin,,1,Directed
Shirley Hazzard,John Burnham Schwartz,,1,Directed
Shirley Hazzard,Paula Fox,,1,Directed
Shirley Hazzard,Roxana Robinson,,1,Directed
Sigrid Nunez,Christine Schutt,,1,Directed
Sigrid Nunez,Diana Abu-Jaber,,1,Directed
Sigrid Nunez,Nahid Rachlin,,1,Directed
Sigrid Nunez,Stacey D'Erasmo,,1,Directed
Sigrid Nunez,Tiphanie Yanique,,1,Directed
Smith Henderson,Claire Vaye Watkins,Aragi,1,Directed
Stacey D'Erasmo,Caleb Crain,,1,Directed
Stacey D'Erasmo,Percival Everett,,1,Directed
Stacey D'Erasmo,Tiphanie Yanique,,1,Directed
Stanley Elkin,Francine Prose,,1,Directed
Stanley Elkin,Frederick Exley,,1,Directed
Stanley Elkin,Gilbert Sorrentino,,1,Directed
Stanley Elkin,John Irving,,1,Directed
Stanley Elkin,Lore Segal,,1,Directed
Stanley Elkin,Philip Roth,,1,Directed
Stanley Elkin,Raymond Carver,,1,Directed
Stanley Elkin,Richard Ford,,1,Directed
Stanley Elkin,Robert Coover,,1,Directed
Stephen Dixon,Aimee Bender,,1,Directed
Stephen Dixon,Hannah Tinti,,1,Directed
Stephen Dixon,Lynne Sharon Schwartz,,1,Directed
Stephen Dixon,ZZ Packer,,1,Directed
Stephen King,A.M. Homes,,1,Directed
Stephen King,Adam Ross,,1,Directed
Stephen King,Arthur Phillips,,1,Directed
Stephen King,Clive Barker,,1,Directed
Stephen King,David Mitchell,,1,Directed
Stephen King,Dennis Lehane,,1,Directed
Stephen King,Garth Risk Hallberg,,1,Directed
Stephen King,George R.R. Martin,,1,Directed
Stephen King,Gillian Flynn,,1,Directed
Stephen King,Jayne Anne Phillips,,1,Directed
Stephen King,Jeff VanderMeer,,1,Directed
Stephen King,Laura Lippman,,1,Directed
Stephen King,Lauren Beukes,,1,Directed
Stephen King,Lauren Groff,,1,Directed
Stephen King,Lee Child,,1,Directed
Stephen King,Neil Gaiman,,1,Directed
Stephen King,Peter Straub,,1,Directed
Stephen King,Richard Price,,1,Directed
Stephen King,Ron Carlson,,1,Directed
Stephen King,Salman Rushdie,,1,Directed
Stephen King,Scott Smith,,1,Directed
Stephen King,Scott Spencer,,1,Directed
Stephen King,Scott Turow,,1,Directed
Stephen King,Stewart O'Nan,,1,Directed
Stephen King,William Kennedy,,1,Directed
Stephen Wright,William T. Vollmann,,1,Directed
Steve Erickson,Dana Spiotta,,1,Directed
Steve Erickson,Joanna Scott,,1,Directed
Steve Erickson,Neil Gaiman,,1,Directed
Stewart O'Nan,Chris Offutt,,1,Directed
Stewart O'Nan,Christine Schutt,,1,Directed
Stewart O'Nan,Dan Chaon,,1,Directed
Stewart O'Nan,Dana Spiotta,,1,Directed
Stewart O'Nan,Dennis Lehane,,1,Directed
Stewart O'Nan,Frederick Busch,,1,Directed
Stewart O'Nan,Kevin Brockmeier,,1,Directed
Stewart O'Nan,Lydia Millet,,1,Directed
Stewart O'Nan,Maria Semple,,1,Directed
Stewart O'Nan,Sigrid Nunez,,1,Directed
Stuart Dybek,Aleksandar Hemon,,1,Directed
Stuart Dybek,Bonnie Jo Campbell,,1,Directed
Stuart Dybek,Peter Ho Davies,,1,Directed
Stuart Dybek,Peter Orner,Iowa,1,Directed
Stuart Dybek,Sarah Shun-lien Bynum,Iowa,1,Directed
Stuart Dybek,T. Geronimo Johnson,Iowa,1,Directed
Stuart Dybek,ZZ Packer,Iowa,1,Directed
Susan Sontag,E.L. Doctorow,,1,Directed
Susan Sontag,Grace Paley,,1,Directed
Susan Sontag,J.G. Ballard,,1,Directed
Susan Sontag,Jamaica Kincaid,,1,Directed
Susan Sontag,James Salter,,1,Directed
Susan Sontag,Leonard Michaels,,1,Directed
Susan Sontag,William H. Gass,,1,Directed
Susan Straight,Dinaw Mengestu,,1,Directed
Susan Straight,Marisa Silver,,1,Directed
Susan Straight,Steve Erickson,,1,Directed
Susan Straight,Stewart O'Nan,,1,Directed
Susanna Moore,John Wray,,1,Directed
Susanna Moore,Kathryn Harrison,,1,Directed
Susanna Moore,Pete Dexter,,1,Directed
Susanna Moore,Richard Price,,1,Directed
T. Geronimo Johnson,Jennifer duBois,,1,Directed
T.C. Boyle,Angela Flournoy,Iowa,1,Directed
T.C. Boyle,Anthony Marra,USC,1,Directed
T.C. Boyle,Bonnie Nadzam,USC,1,Directed
T.C. Boyle,Chris Abani,USC,1,Directed
T.C. Boyle,David Bezmozgis,,1,Directed
T.C. Boyle,David Foster Wallace,,1,Directed
T.C. Boyle,Edith Pearlman,,1,Directed
T.C. Boyle,Robert Coover,,1,Directed
T.C. Boyle,Salvador Plascencia,,1,Directed
T.C. Boyle,Stewart O'Nan,,1,Directed
T.C. Boyle,Tea Obreht,,1,Directed
T.C. Boyle,Viet Thanh Nguyen,USC,1,Directed
Taiye Selasi,Chinelo Okparanta,Wylie,1,Directed
Taiye Selasi,Imbolo Mbue,,1,Directed
Tao Lin,Emily Gould,,1,Directed
Tayari Jones,Alice Randall,,1,Directed
Tayari Jones,Angela Flournoy,,1,Directed
Tayari Jones,Chinelo Okparanta,,1,Directed
Tayari Jones,Chitra Divakaruni,,1,Directed
Tayari Jones,Justin Torres,,1,Directed
Tayari Jones,Lesley Nneka Arimah,,1,Directed
Tayari Jones,Roxane Gay,,1,Directed
Tayari Jones,Sarah Schulman,,1,Directed
Tayari Jones,Tiphanie Yanique,,1,Directed
Tea Obreht,Aleksandar Hemon,,1,Directed
Tea Obreht,Alexandra Kleeman,,1,Directed
Tea Obreht,Chad Harbach,,1,Directed
Tea Obreht,Erin Morgenstern,,1,Directed
Tea Obreht,Jonathan Lee,,1,Directed
Teddy Wayne,Adelle Waldman,,1,Directed
Teddy Wayne,Alexandra Kleeman,,1,Directed
Teddy Wayne,Elizabeth McKenzie,,1,Directed
Teddy Wayne,Said Sayrafiezadeh,,1,Directed
Teju Cole,A. Igoni Barrett,Wylie,1,Directed
Teju Cole,Katie Kitamura,,1,Directed
Teju Cole,Mat Johnson,,1,Directed
Teju Cole,Taiye Selasi,Wylie,1,Directed
Terry McMillan,Celeste Ng,,1,Directed
Terry McMillan,Esmeralda Santiago,,1,Directed
Terry McMillan,Percival Everett,,1,Directed
Terry Southern,Kurt Vonnegut,,1,Directed
Terry Southern,Stanley Elkin,,1,Directed
Terry Southern,Tom Wolfe,,1,Directed
Terry Southern,William S. Burroughs,,1,Directed
Thom Jones,Amy Bloom,,1,Directed
Thom Jones,Angela Flournoy,Iowa,1,Directed
Thom Jones,Chuck Palahniuk,,1,Directed
Thom Jones,Richard Price,,1,Directed
Thomas Keneally,A.M. Homes,,1,Directed
Thomas Keneally,Danzy Senna,,1,Directed
Thomas Keneally,Geraldine Brooks,,1,Directed
Thomas Keneally,Helena Viramontes,,1,Directed
Thomas Keneally,Joseph O'Connor,,1,Directed
Thomas Keneally,Peter Carey,,1,Directed
Thomas McGuane,Barry Hannah,,1,Directed
Thomas McGuane,Claire Vaye Watkins,,1,Directed
Thomas McGuane,Daniel Woodrell,,1,Directed
Thomas McGuane,Frank Conroy,,1,Directed
Thomas McGuane,James Welch,,1,Directed
Thomas McGuane,Jay McInerney,,1,Directed
Thomas McGuane,Joy Williams,,1,Directed
Thomas McGuane,Reynolds Price,,1,Directed
Thomas McGuane,Richard Powers,,1,Directed
Thomas McGuane,Rick Bass,,1,Directed
Thomas McGuane,Tobias Wolff,Stanford,1,Directed
Thomas McGuane,William Kittredge,Stanford,1,Directed
Thomas Pynchon,Don DeLillo,,1,Directed
Thomas Pynchon,Donald Antrim,Jackson,1,Directed
Thomas Pynchon,Donald Barthelme,,1,Directed
Thomas Pynchon,George Saunders,,1,Directed
Thomas Pynchon,Marge Piercy,,1,Directed
Thomas Pynchon,Peter Matthiessen,,1,Directed
Thomas Pynchon,Rick Moody,Jackson,1,Directed
Thomas Pynchon,Stephen Wright,Jackson,1,Directed
Thomas Pynchon,Steve Erickson,Jackson,1,Directed
Tillie Olsen,Alice Walker,,1,Directed
Tillie Olsen,Jayne Anne Phillips,,1,Directed
Tillie Olsen,Marge Piercy,,1,Directed
Tillie Olsen,Michelle Cliff,,1,Directed
Tillie Olsen,Rosellen Brown,,1,Directed
Tim O'Brien,Andre Dubus III,,1,Directed
Tim O'Brien,Anthony Swofford,,1,Directed
Tim O'Brien,Charles Baxter,,1,Directed
Tim O'Brien,Dani Shapiro,,1,Directed
Tim O'Brien,Francisco Goldman,,1,Directed
Tim O'Brien,James Salter,,1,Directed
Tim O'Brien,Jayne Anne Phillips,,1,Directed
Tim O'Brien,Larry Heinemann,,1,Directed
Tim O'Brien,Martha McPhee,,1,Directed
Tim O'Brien,Richard Bausch,,1,Directed
Tim O'Brien,Richard Ford,,1,Directed
Tim O'Brien,Stanley Elkin,,1,Directed
Tim O'Brien,Stewart O'Nan,,1,Directed
Tim O'Brien,Tobias Wolff,,1,Directed
Tobias Wolff,Andre Dubus,,1,Directed
Tobias Wolff,Andre Dubus III,,1,Directed
Tobias Wolff,Chris Offutt,,1,Directed
Tobias Wolff,Colm Toibin,,1,Directed
Tobias Wolff,Frank Conroy,,1,Directed
Tobias Wolff,George Saunders,Syracuse,1,Directed
Tobias Wolff,Jay McInerney,,1,Directed
Tobias Wolff,Jerry Stahl,,1,Directed
Tobias Wolff,Kathryn Harrison,,1,Directed
Tobias Wolff,Patrick McGrath,,1,Directed
Tobias Wolff,Richard Ford,,1,Directed
Tobias Wolff,Stewart O'Nan,,1,Directed
Tobias Wolff,Tom Perrotta,,1,Directed
Tom McCarthy,Heidi Julavits,,1,Directed
Tom McCarthy,Jesse Ball,,1,Directed
Tom McCarthy,Katie Kitamura,,1,Directed
Tom Perrotta,Adam Mansbach,,1,Directed
Tom Perrotta,Alice Adams,,1,Directed
Tom Perrotta,Alice Hoffman,,1,Directed
Tom Perrotta,Bret Anthony Johnston,,1,Directed
Tom Perrotta,Curtis Sittenfeld,,1,Directed
Tom Perrotta,Darin Strauss,,1,Directed
Tom Perrotta,Emma Straub,,1,Directed
Tom Perrotta,Gary Shteyngart,,1,Directed
Tom Perrotta,Helen Schulman,,1,Directed
Tom Perrotta,Jonathan Dee,,1,Directed
Tom Perrotta,Maria Semple,,1,Directed
Tom Perrotta,Patrick deWitt,,1,Directed
Tom Perrotta,Roxane Gay,,1,Directed
Tom Perrotta,Stewart O'Nan,,1,Directed
Tom Perrotta,Tayari Jones,,1,Directed
Tom Perrotta,Wesley Stace,,1,Directed
Tom Wolfe,Douglas Coupland,,1,Directed
Tom Wolfe,Kevin Powers,,1,Directed
Tom Wolfe,Michael Herr,,1,Directed
Tom Wolfe,Richard Price,,1,Directed
Toni Morrison,Alice Hoffman,,1,Directed
Toni Morrison,Chinua Achebe,,1,Directed
Toni Morrison,Clarence Major,,1,Directed
Toni Morrison,David Treuer,Princeton,1,Directed
Toni Morrison,Leslie Marmon Silko,,1,Directed
Toni Morrison,Louise Erdrich,,1,Directed
Toni Morrison,Michael Ondaatje,,1,Directed
Toni Morrison,Michelle Cliff,,1,Directed
Toni Morrison,Stephen Wright,Princeton,1,Directed
Ursula K. Le Guin,Amy Bloom,,1,Directed
Ursula K. Le Guin,Elizabeth McKenzie,,1,Directed
Ursula K. Le Guin,Karen Joy Fowler,,1,Directed
Ursula K. Le Guin,Lynne Sharon Schwartz,,1,Directed
Ursula K. Le Guin,Salman Rushdie,,1,Directed
Ursula K. Le Guin,Samuel R. Delany,,1,Directed
